cpu_percent,memory_percent,requests_per_sec,current_replicas,response_time_ms,queue_depth,scale_action
91.28,77.9,978.02,1,2018.57,112,scale_up
20.75,5.74,43.21,9,130.65,10,scale_down
29.03,66.68,235.99,5,488.51,64,no_change
69.52,52.42,377.98,3,344.59,33,no_change
8.61,36.69,75.62,6,96.33,12,scale_down
16.8,12.03,91.82,4,50.0,9,scale_down
86.93,82.08,633.11,3,2090.74,251,scale_up
55.63,23.33,172.04,3,576.73,69,no_change
79.17,76.29,796.99,4,1835.82,185,scale_up
49.6,54.47,377.89,2,413.13,45,no_change
40.57,58.83,151.79,6,615.93,78,no_change
50.42,20.0,250.57,2,649.62,48,no_change
46.82,42.89,315.62,4,748.33,5,no_change
58.06,38.66,154.1,4,677.92,25,no_change
5.58,15.78,56.03,4,207.33,13,scale_down
25.29,20.49,34.72,9,89.97,4,scale_down
98.71,77.68,901.67,4,2278.71,301,scale_up
81.53,75.7,592.53,1,2648.97,408,scale_up
14.04,31.44,36.54,5,135.1,14,scale_down
77.07,77.51,613.98,1,2361.06,75,scale_up
51.62,72.12,154.22,4,782.4,79,no_change
78.15,82.75,628.18,3,2281.11,429,scale_up
1.0,14.64,53.18,4,237.77,11,scale_down
70.1,79.98,722.19,1,1500.0,332,scale_up
77.13,76.23,870.06,3,2235.16,417,scale_up
30.31,22.49,341.76,4,570.71,26,no_change
74.17,44.71,414.32,4,681.58,36,no_change
62.32,56.49,345.43,3,256.22,22,no_change
83.34,74.69,990.6,2,1799.33,115,scale_up
12.76,26.41,59.03,5,158.37,8,scale_down
66.64,53.9,245.51,5,405.56,26,no_change
18.89,13.84,42.77,3,203.92,5,scale_down
83.45,76.45,758.06,2,2098.95,366,scale_up
78.06,93.42,717.6,4,2513.75,138,scale_up
6.85,24.4,55.08,4,151.25,20,scale_down
52.62,56.24,277.31,4,573.45,23,no_change
89.04,70.86,605.56,3,2271.58,480,scale_up
1.0,6.54,104.16,4,227.47,7,scale_down
81.0,87.99,955.07,3,2388.44,440,scale_up
48.82,59.4,379.8,3,696.32,52,no_change
74.15,96.26,1160.5,2,1500.0,80,scale_up
57.66,75.0,400.23,4,751.94,13,no_change
74.93,86.33,835.88,1,2511.94,109,scale_up
77.75,71.43,778.62,1,2048.33,194,scale_up
13.74,16.16,43.97,7,116.7,5,scale_down
84.66,68.61,877.12,2,2304.22,288,scale_up
31.07,69.9,217.32,6,778.34,8,no_change
54.94,65.01,317.62,4,685.03,47,no_change
64.84,75.0,407.46,6,667.23,22,no_change
29.77,20.0,286.96,5,492.83,65,no_change
80.26,79.34,899.42,2,1951.64,268,scale_up
91.27,80.27,805.64,3,2950.0,338,scale_up
16.42,19.57,65.72,10,239.86,19,scale_down
14.63,23.52,46.75,10,144.85,5,scale_down
11.08,15.52,100.88,9,122.31,20,scale_down
26.89,51.88,401.78,2,786.38,13,no_change
76.64,88.9,1108.84,1,1926.34,487,scale_up
13.61,10.15,105.61,9,75.38,9,scale_down
44.0,61.77,231.6,5,451.63,62,no_change
84.63,99.12,761.6,4,2117.17,411,scale_up
6.08,23.08,76.51,6,119.68,18,scale_down
19.29,15.21,1.0,3,172.87,1,scale_down
31.6,10.43,55.38,4,215.49,19,scale_down
48.47,28.6,304.5,5,823.55,45,no_change
81.45,81.86,641.97,3,2160.21,375,scale_up
87.71,81.01,735.28,1,2377.2,98,scale_up
89.69,85.88,756.06,4,1951.6,467,scale_up
75.0,52.06,274.25,2,378.44,41,no_change
78.47,74.86,865.91,3,2057.51,341,scale_up
50.23,28.5,440.44,3,489.38,22,no_change
86.65,75.76,752.28,5,1882.38,93,scale_up
54.44,35.29,331.43,3,582.18,32,no_change
89.41,85.83,752.36,1,2346.41,270,scale_up
43.28,69.74,264.1,6,569.73,65,no_change
81.72,74.14,1105.05,3,2394.56,499,scale_up
15.54,16.19,83.39,10,122.72,1,scale_down
15.97,37.62,21.28,4,176.98,19,scale_down
54.33,57.92,271.51,6,511.16,47,no_change
53.4,43.16,100.0,2,476.33,20,no_change
12.47,11.38,54.53,10,112.12,4,scale_down
84.7,97.34,984.05,1,2436.6,150,scale_up
29.47,19.42,48.13,8,97.22,20,scale_down
25.23,35.66,77.22,9,221.17,0,scale_down
70.0,98.72,784.35,3,3142.39,116,scale_up
97.12,86.18,748.54,2,2263.3,420,scale_up
21.35,63.96,100.0,4,555.2,70,no_change
27.35,25.77,4.1,7,82.98,12,scale_down
41.04,51.18,387.66,3,690.62,62,no_change
77.59,84.95,908.8,3,2395.41,286,scale_up
75.0,60.89,396.78,5,881.38,49,no_change
62.75,41.73,424.27,6,539.79,7,no_change
7.14,12.82,86.94,10,181.01,20,scale_down
92.43,85.0,828.33,4,2327.2,320,scale_up
89.14,75.18,606.45,3,2005.95,192,scale_up
88.81,74.82,1119.44,2,2376.51,425,scale_up
15.96,15.15,77.47,7,89.4,16,scale_down
54.74,43.47,312.09,3,672.94,40,no_change
76.98,66.63,660.25,2,2551.7,276,scale_up
55.6,43.96,496.81,3,792.76,56,no_change
23.35,14.21,80.97,3,167.04,9,scale_down
79.94,79.17,644.23,4,1914.61,452,scale_up
32.84,64.35,292.91,5,458.76,19,no_change
88.62,80.01,957.58,5,2253.33,88,scale_up
3.5,16.03,15.28,5,178.15,15,scale_down
66.27,26.84,287.55,3,772.91,42,no_change
26.61,43.47,299.98,5,760.12,41,no_change
19.36,25.99,68.07,10,131.34,16,scale_down
74.65,39.94,100.0,4,329.92,21,no_change
14.06,17.35,33.91,6,157.51,7,scale_down
68.01,56.81,364.86,2,438.03,71,no_change
42.21,60.51,310.8,6,671.56,18,no_change
89.3,81.33,1037.29,4,1987.39,217,scale_up
37.71,23.53,374.86,2,514.49,32,no_change
68.99,53.72,266.12,4,441.8,50,no_change
90.93,79.57,840.17,4,2441.78,355,scale_up
17.13,13.2,65.64,3,191.01,14,scale_down
55.4,59.49,372.55,2,540.59,65,no_change
43.5,75.0,432.58,2,592.77,44,no_change
60.24,35.93,240.11,4,412.96,48,no_change
54.28,54.46,408.38,2,568.19,7,no_change
92.47,85.22,1168.88,2,2866.85,103,scale_up
72.38,62.54,210.58,4,643.92,18,no_change
100.0,84.06,676.73,2,2334.39,229,scale_up
7.08,13.15,62.39,4,186.98,20,scale_down
79.41,75.52,586.04,5,2148.28,232,scale_up
1.0,17.61,52.39,5,62.21,8,scale_down
77.95,79.52,770.51,3,2139.85,225,scale_up
54.32,24.92,370.87,3,552.19,46,no_change
41.06,22.03,273.24,2,676.8,68,no_change
16.13,21.37,39.83,8,146.97,13,scale_down
77.25,79.96,726.33,4,1750.08,207,scale_up
61.32,26.37,352.43,4,688.07,32,no_change
10.78,28.24,33.55,5,119.44,16,scale_down
31.99,49.87,204.13,3,481.25,8,no_change
84.54,79.81,988.39,1,2572.41,190,scale_up
88.86,78.83,739.4,4,2189.36,199,scale_up
41.66,39.49,292.12,5,468.24,10,no_change
8.46,27.64,8.61,9,98.01,10,scale_down
93.91,76.86,1006.4,1,1733.05,474,scale_up
51.11,61.58,209.4,2,851.15,40,no_change
11.88,24.07,29.66,9,224.58,1,scale_down
54.55,75.0,417.91,5,725.55,34,no_change
7.36,20.67,40.5,8,151.31,1,scale_down
86.03,72.79,776.52,2,2161.44,132,scale_up
34.85,62.01,322.25,6,721.99,48,no_change
18.9,6.29,25.0,6,232.66,5,scale_down
90.5,67.03,870.5,1,1867.23,266,scale_up
20.0,74.86,307.53,2,632.55,55,no_change
31.15,32.7,140.84,5,812.55,19,no_change
25.35,74.25,201.32,4,415.82,74,no_change
14.56,14.53,52.92,7,106.14,11,scale_down
82.81,73.93,929.18,4,2405.05,178,scale_up
16.98,28.43,57.9,7,158.94,2,scale_down
84.16,74.27,692.89,1,2258.85,459,scale_up
92.13,84.56,884.69,2,1757.54,66,scale_up
19.18,16.81,55.27,9,177.6,15,scale_down
5.75,21.26,57.09,3,199.93,9,scale_down
81.38,79.51,825.49,4,1993.29,123,scale_up
81.25,75.41,780.84,2,2898.83,99,scale_up
48.62,57.31,303.16,2,553.87,64,no_change
84.83,86.15,791.98,5,2135.63,242,scale_up
13.12,12.05,81.2,5,127.65,18,scale_down
26.76,21.96,92.18,8,140.0,16,scale_down
9.13,28.35,33.17,6,214.28,2,scale_down
58.68,71.97,202.35,3,743.48,39,no_change
38.86,20.0,389.59,3,599.04,9,no_change
22.7,20.74,50.64,3,224.89,9,scale_down
85.83,76.2,786.74,1,2263.06,283,scale_up
1.0,23.93,90.77,5,147.55,4,scale_down
11.63,23.1,102.31,7,173.46,19,scale_down
53.22,44.14,193.05,6,603.51,47,no_change
50.62,21.02,227.32,6,773.83,29,no_change
46.13,20.0,460.12,5,466.27,42,no_change
81.71,88.5,688.69,4,1500.0,66,scale_up
86.52,86.37,729.63,4,2150.86,403,scale_up
32.3,35.07,267.83,6,697.29,62,no_change
51.47,65.3,465.36,6,732.99,71,no_change
73.87,77.73,931.55,1,2152.18,82,scale_up
25.71,41.72,100.0,2,558.38,49,no_change
80.21,77.11,977.22,5,1667.44,127,scale_up
39.23,32.87,407.13,6,769.69,33,no_change
17.88,22.47,13.99,5,159.96,4,scale_down
77.15,80.33,748.5,4,1962.33,221,scale_up
85.2,85.42,1066.32,3,2420.39,457,scale_up
33.22,21.61,103.52,3,171.78,12,scale_down
53.6,47.48,329.91,3,664.74,38,no_change
75.08,85.6,577.4,5,2480.47,254,scale_up
19.79,31.37,24.14,9,100.64,1,scale_down
92.75,71.4,624.02,1,2283.45,415,scale_up
84.67,81.24,880.66,1,2417.32,252,scale_up
48.83,50.72,293.3,4,605.29,46,no_change
29.19,61.35,404.9,3,695.61,64,no_change
19.48,12.08,7.54,6,191.54,18,scale_down
15.23,21.36,56.43,3,162.85,4,scale_down
89.53,79.24,514.24,3,2475.36,393,scale_up
19.62,9.64,15.02,9,194.15,19,scale_down
66.79,20.0,344.08,2,566.9,44,no_change
15.59,21.05,27.14,9,182.63,2,scale_down
80.18,85.98,945.35,5,1851.14,488,scale_up
8.22,20.91,95.11,8,120.36,8,scale_down
82.18,82.57,898.52,5,2410.79,433,scale_up
85.23,77.56,849.77,3,1500.0,151,scale_up
29.95,18.51,55.47,3,254.97,5,scale_down
38.88,75.0,373.97,5,666.98,63,no_change
59.66,37.38,135.1,2,422.93,47,no_change
92.61,72.52,551.89,3,2168.27,261,scale_up
58.62,50.58,360.64,3,773.25,35,no_change
58.57,47.69,245.57,3,715.62,40,no_change
17.2,13.11,89.07,7,163.11,10,scale_down
59.79,44.12,413.07,5,362.2,6,no_change
96.73,65.0,593.51,3,2300.73,496,scale_up
81.28,77.37,720.34,5,1886.77,353,scale_up
87.22,79.61,932.73,4,2232.07,213,scale_up
43.75,61.62,116.78,3,212.74,27,no_change
26.18,44.85,339.15,5,200.0,67,no_change
49.83,44.68,313.7,2,313.86,14,no_change
75.0,50.49,178.28,6,619.42,48,no_change
95.46,69.71,575.78,3,2152.78,358,scale_up
49.51,60.64,447.53,5,717.0,27,no_change
29.18,33.93,220.17,6,716.65,14,no_change
19.85,30.09,66.74,7,118.63,4,scale_down
47.05,28.08,362.81,3,506.09,23,no_change
68.36,59.0,493.8,3,662.97,74,no_change
87.81,78.54,742.31,5,2096.54,276,scale_up
91.99,69.21,809.5,4,1533.47,249,scale_up
87.61,76.33,875.54,4,1903.0,241,scale_up
46.15,59.49,312.59,3,831.42,25,no_change
42.78,41.48,423.68,4,544.92,71,no_change
43.8,55.75,283.61,6,553.27,35,no_change
9.46,30.9,45.48,3,121.89,15,scale_down
12.62,22.84,93.84,6,141.54,7,scale_down
37.06,75.0,313.56,4,584.11,11,no_change
15.57,10.04,48.64,6,187.98,15,scale_down
24.76,17.13,55.64,9,211.9,20,scale_down
85.26,85.76,863.65,5,1934.29,143,scale_up
36.26,65.89,100.0,5,499.71,71,no_change
3.84,28.49,90.94,3,113.78,17,scale_down
75.0,70.66,319.72,5,825.0,80,no_change
9.87,17.79,63.9,8,115.4,7,scale_down
76.01,72.5,770.5,1,2387.73,145,scale_up
44.93,25.4,347.03,5,791.01,51,no_change
80.38,93.3,930.33,2,1778.34,404,scale_up
9.82,17.5,44.44,3,50.0,8,scale_down
8.97,15.57,106.72,3,161.35,19,scale_down
79.41,76.49,863.76,1,2048.82,170,scale_up
41.22,41.7,347.97,5,392.74,16,no_change
77.39,72.58,634.39,1,1870.55,160,scale_up
63.45,65.55,327.17,4,632.22,62,no_change
39.95,20.0,314.39,5,644.66,77,no_change
80.28,71.39,608.99,2,2267.05,373,scale_up
85.57,89.56,679.18,4,2084.83,420,scale_up
50.26,41.75,383.9,6,785.72,40,no_change
33.42,43.13,432.46,4,648.47,38,no_change
85.82,82.73,898.38,4,2355.67,429,scale_up
53.2,50.14,434.82,6,560.06,36,no_change
50.02,73.28,332.57,3,590.01,55,no_change
59.46,53.41,226.09,6,636.77,32,no_change
79.34,94.61,835.82,3,1824.72,65,scale_up
44.11,61.39,190.89,3,1008.07,70,no_change
74.81,87.41,727.01,5,1876.45,474,scale_up
88.76,76.37,1038.73,5,1639.48,103,scale_up
58.43,45.87,329.63,5,677.11,14,no_change
24.03,53.51,408.91,2,669.96,80,no_change
44.47,28.79,350.8,2,881.42,73,no_change
20.29,29.26,77.99,3,130.35,8,scale_down
85.63,86.95,563.04,2,2460.7,168,scale_up
25.07,19.59,74.42,5,122.28,14,scale_down
85.27,77.82,868.97,3,2158.19,448,scale_up
73.27,74.25,1091.38,2,2427.01,145,scale_up
1.0,29.66,15.42,7,194.67,4,scale_down
25.34,20.81,20.09,6,114.24,4,scale_down
59.44,32.97,241.81,5,676.93,27,no_change
80.44,91.37,644.29,2,1500.0,102,scale_up
38.33,54.65,386.33,4,538.74,35,no_change
83.06,79.75,1061.29,1,2351.5,447,scale_up
81.55,96.41,801.68,5,1500.0,492,scale_up
3.91,24.47,1.0,5,174.9,18,scale_down
38.3,67.67,316.75,5,354.45,37,no_change
22.31,30.91,11.7,4,109.86,12,scale_down
88.52,85.45,1152.99,1,2556.36,266,scale_up
100.0,80.16,857.54,4,1972.75,138,scale_up
42.16,52.21,241.75,4,215.39,80,no_change
40.0,66.15,307.28,2,611.76,33,no_change
79.66,82.66,1048.8,4,2760.28,268,scale_up
55.49,37.19,476.72,2,758.89,48,no_change
27.79,23.65,157.46,4,525.95,24,no_change
63.53,63.17,334.07,5,578.93,55,no_change
75.0,50.51,291.3,5,523.86,13,no_change
75.0,60.81,196.55,2,427.06,70,no_change
73.24,79.23,575.23,2,1732.96,387,scale_up
92.48,87.13,1023.71,2,1611.87,148,scale_up
34.97,40.57,464.01,2,609.43,79,no_change
75.0,59.41,288.76,6,686.08,38,no_change
24.06,20.0,325.93,4,602.16,51,no_change
75.0,29.32,337.25,5,704.29,32,no_change
17.74,28.79,31.03,8,191.61,2,scale_down
58.42,67.49,248.88,5,422.07,58,no_change
40.57,34.05,243.5,4,549.86,50,no_change
36.33,50.12,182.1,6,589.02,14,no_change
42.57,48.18,339.34,6,537.27,53,no_change
38.33,40.18,402.31,5,791.45,79,no_change
10.88,18.76,1.0,3,140.9,5,scale_down
74.84,76.09,961.61,4,1599.24,190,scale_up
36.47,36.54,133.11,6,729.41,78,no_change
54.16,75.0,200.47,4,334.18,18,no_change
64.12,44.59,253.34,3,821.7,62,no_change
52.55,63.56,237.74,4,491.23,30,no_change
44.52,60.06,305.09,4,670.19,24,no_change
70.0,65.0,476.95,1,2048.28,486,scale_up
3.82,33.52,49.36,9,160.83,6,scale_down
77.37,71.03,1032.69,4,2912.96,290,scale_up
56.24,20.0,257.45,4,646.99,23,no_change
83.4,65.0,1077.43,1,1865.8,489,scale_up
75.61,79.75,977.64,3,2405.21,117,scale_up
30.27,27.79,100.0,2,556.26,80,no_change
42.9,57.71,231.45,3,746.06,70,no_change
89.58,74.17,858.68,5,2731.59,64,scale_up
35.59,46.8,276.72,4,546.34,61,no_change
90.61,87.05,861.0,4,2343.57,217,scale_up
81.06,82.64,607.22,2,3191.42,352,scale_up
70.25,64.35,340.83,6,661.38,35,no_change
24.65,31.12,186.6,4,608.75,6,no_change
12.75,26.49,21.03,6,201.33,7,scale_down
79.26,76.66,934.32,1,2401.86,62,scale_up
76.24,88.51,813.35,2,1500.0,426,scale_up
37.36,43.86,183.07,2,801.41,32,no_change
82.38,83.68,830.99,4,2482.3,424,scale_up
96.71,85.41,1061.39,3,2480.9,165,scale_up
85.92,82.57,406.19,4,2017.94,89,scale_up
47.85,56.57,297.45,2,650.08,53,no_change
75.74,67.35,622.53,2,2828.48,438,scale_up
76.12,73.69,815.77,4,1563.35,371,scale_up
78.89,85.41,734.29,3,2873.39,496,scale_up
73.11,77.24,734.33,2,2196.43,174,scale_up
31.6,41.29,378.91,6,559.59,26,no_change
77.51,96.64,807.36,1,2445.34,298,scale_up
61.46,48.94,221.03,6,629.88,78,no_change
39.5,55.57,283.58,3,754.41,9,no_change
5.87,25.75,68.41,5,138.05,18,scale_down
60.95,56.28,366.72,6,690.53,37,no_change
85.35,75.23,708.84,5,2114.14,402,scale_up
90.9,85.06,950.9,5,2642.51,205,scale_up
83.48,95.7,784.4,1,2002.44,395,scale_up
17.67,23.87,27.75,4,142.07,18,scale_down
43.3,52.12,379.59,6,560.11,15,no_change
19.58,8.89,76.69,5,127.33,11,scale_down
42.93,56.01,345.29,6,583.15,30,no_change
78.78,76.16,814.29,3,2395.94,214,scale_up
79.24,74.88,839.44,4,2166.71,223,scale_up
86.03,65.0,755.76,2,2541.31,314,scale_up
40.76,57.3,179.13,2,365.58,33,no_change
18.34,19.56,39.92,7,192.32,12,scale_down
82.82,74.94,688.88,1,1819.06,269,scale_up
57.0,45.32,414.25,4,200.0,39,no_change
91.46,82.88,786.38,4,1683.43,399,scale_up
73.38,86.01,836.32,2,2289.29,245,scale_up
14.18,26.8,32.42,5,133.18,15,scale_down
47.35,46.8,433.66,5,411.83,5,no_change
1.0,8.37,70.51,8,144.96,7,scale_down
26.02,51.49,267.6,3,683.92,18,no_change
21.35,40.0,14.54,7,56.86,0,scale_down
58.84,64.8,172.43,5,408.79,62,no_change
87.41,93.72,668.51,5,2234.83,268,scale_up
1.0,18.41,46.59,5,223.38,1,scale_down
80.05,85.49,684.24,5,2236.13,270,scale_up
99.54,94.34,1094.09,2,2359.03,83,scale_up
46.85,54.27,346.6,2,658.4,53,no_change
39.33,38.73,240.37,6,760.55,62,no_change
93.25,100.0,863.85,5,1884.63,247,scale_up
42.82,47.64,450.62,5,709.94,38,no_change
75.57,79.55,579.28,1,2436.99,361,scale_up
39.4,40.83,112.13,4,713.52,49,no_change
93.46,74.46,775.7,1,2008.28,281,scale_up
46.73,37.71,189.97,4,805.29,5,no_change
70.0,84.03,842.5,1,2861.57,272,scale_up
83.35,77.03,678.73,2,2342.23,327,scale_up
39.38,33.07,226.29,4,457.98,11,no_change
77.96,80.68,770.82,4,2419.84,114,scale_up
52.21,31.96,100.0,5,441.58,48,no_change
90.35,85.93,947.7,4,2535.18,264,scale_up
66.31,56.09,480.29,2,644.05,79,no_change
98.99,74.99,702.21,3,2123.05,116,scale_up
14.7,17.43,66.19,3,144.88,19,scale_down
10.14,16.83,86.53,6,165.86,13,scale_down
24.86,72.66,343.35,2,695.87,32,no_change
22.43,27.85,22.43,8,96.49,5,scale_down
34.17,14.42,61.36,5,231.57,6,scale_down
81.9,77.12,938.97,2,2285.15,126,scale_up
57.43,48.79,247.36,5,550.06,67,no_change
24.55,17.64,62.86,7,101.56,6,scale_down
75.0,54.78,333.96,6,738.94,51,no_change
42.79,67.91,148.37,2,507.84,64,no_change
37.98,21.79,247.13,5,592.21,57,no_change
77.37,70.13,806.16,3,2168.0,312,scale_up
46.01,31.01,260.55,6,500.06,23,no_change
85.6,75.53,794.19,3,1675.67,166,scale_up
3.83,24.46,72.96,9,130.36,6,scale_down
15.22,16.4,82.92,5,139.84,16,scale_down
11.01,27.73,26.78,4,157.83,14,scale_down
34.27,59.97,381.54,5,406.7,52,no_change
28.33,54.33,494.08,4,732.6,47,no_change
83.51,73.17,617.58,2,2486.83,360,scale_up
91.46,74.95,762.99,3,2218.78,463,scale_up
97.69,80.52,652.86,5,1737.34,316,scale_up
36.33,68.96,351.31,6,548.18,21,no_change
20.0,37.21,334.4,6,652.83,57,no_change
87.4,69.22,826.55,1,1809.64,360,scale_up
15.02,13.86,82.11,10,166.87,4,scale_down
13.85,31.04,38.83,8,79.25,20,scale_down
92.39,82.02,752.2,4,1942.5,347,scale_up
88.58,86.51,684.99,5,2426.14,203,scale_up
53.76,37.56,300.39,2,518.0,44,no_change
68.61,40.27,450.89,2,619.71,38,no_change
72.78,65.0,768.71,1,2733.45,232,scale_up
93.61,81.33,689.44,1,2033.08,346,scale_up
16.66,28.7,67.08,9,198.41,4,scale_down
89.51,87.51,460.82,2,1842.98,331,scale_up
33.43,32.0,300.56,4,382.91,68,no_change
78.39,79.21,559.46,3,2005.53,61,scale_up
59.58,31.62,379.63,4,479.07,25,no_change
54.07,33.41,345.34,5,554.46,64,no_change
56.99,41.82,355.61,2,727.03,30,no_change
15.96,16.16,42.99,10,86.79,13,scale_down
16.62,24.98,96.99,6,215.42,1,scale_down
35.34,53.18,286.7,5,782.7,78,no_change
39.36,63.17,201.3,5,584.1,46,no_change
78.81,65.0,664.34,1,2097.0,348,scale_up
94.98,71.3,709.14,3,1623.86,442,scale_up
67.33,43.09,266.16,2,547.84,41,no_change
71.35,68.27,657.23,2,2446.41,473,scale_up
20.0,58.12,334.31,3,327.77,40,no_change
45.25,67.46,192.95,5,517.2,18,no_change
35.0,22.61,42.26,3,126.15,8,scale_down
87.61,85.48,476.64,1,1500.0,305,scale_up
78.01,78.77,811.34,2,1518.62,338,scale_up
83.57,79.43,672.52,1,1986.2,350,scale_up
79.91,83.71,801.03,3,1743.09,95,scale_up
64.33,29.49,128.71,3,563.23,8,no_change
83.25,80.58,622.8,5,2557.23,402,scale_up
28.72,19.83,59.48,4,50.0,2,scale_down
81.96,74.43,671.28,3,1937.0,395,scale_up
41.63,28.18,251.27,5,443.75,27,no_change
61.83,54.95,333.17,2,746.52,49,no_change
37.61,54.05,407.02,4,465.58,21,no_change
70.8,74.47,943.48,5,1818.77,146,scale_up
43.02,38.3,280.96,2,442.72,37,no_change
27.75,43.39,272.96,5,767.47,49,no_change
15.53,10.63,28.05,7,185.67,10,scale_down
11.61,11.26,52.47,7,110.51,9,scale_down
88.35,82.9,627.89,4,2913.99,168,scale_up
84.14,65.0,857.08,2,1500.0,447,scale_up
65.6,50.86,285.38,6,587.3,74,no_change
57.53,41.52,290.51,5,605.01,48,no_change
70.0,84.07,901.72,1,2346.97,156,scale_up
54.45,72.67,287.09,6,585.81,30,no_change
38.94,20.02,337.29,6,505.62,22,no_change
70.93,78.72,771.78,2,2073.93,71,scale_up
85.35,66.83,936.07,1,2339.41,257,scale_up
67.37,40.41,334.52,4,306.95,38,no_change
36.22,28.14,317.49,2,421.58,30,no_change
10.82,19.29,35.23,6,79.94,9,scale_down
73.42,50.46,457.01,2,432.48,67,no_change
43.09,50.03,444.75,3,834.45,31,no_change
81.37,73.48,786.45,2,2646.16,434,scale_up
50.76,53.5,410.61,2,741.72,63,no_change
91.88,84.98,1002.81,2,1713.98,475,scale_up
75.0,65.91,283.97,6,766.46,25,no_change
82.57,83.8,888.8,4,2544.86,393,scale_up
81.78,87.07,733.71,4,2492.39,390,scale_up
84.87,65.41,689.49,2,2539.25,162,scale_up
82.87,89.71,618.01,4,2478.46,286,scale_up
49.29,46.3,182.17,6,631.5,19,no_change
34.87,40.46,285.93,2,545.14,74,no_change
65.42,20.0,282.16,2,545.58,24,no_change
49.87,41.84,402.39,3,561.34,74,no_change
16.06,27.14,51.56,9,86.54,18,scale_down
43.6,48.14,135.34,2,493.23,22,no_change
48.98,75.0,337.11,4,623.66,62,no_change
75.0,58.82,372.89,4,538.97,35,no_change
31.02,53.92,482.22,5,826.95,44,no_change
89.6,74.51,567.4,1,1871.1,85,scale_up
53.27,42.93,400.21,3,376.62,49,no_change
84.1,73.87,948.69,4,2417.04,405,scale_up
79.18,86.83,556.59,4,1500.0,177,scale_up
7.92,4.14,46.62,9,145.96,5,scale_down
82.16,84.31,691.49,1,1680.95,389,scale_up
79.42,70.24,708.24,5,2438.41,409,scale_up
72.71,77.28,943.64,5,2628.68,123,scale_up
80.23,97.71,642.26,1,2108.61,293,scale_up
32.45,56.5,580.12,6,876.56,14,no_change
90.92,75.14,774.81,1,2646.42,360,scale_up
90.25,80.66,821.29,1,2622.28,385,scale_up
94.12,67.99,834.05,3,2431.27,442,scale_up
10.74,30.23,41.34,9,215.34,19,scale_down
82.42,82.07,835.59,3,2865.05,170,scale_up
20.93,16.34,41.83,4,136.19,0,scale_down
15.15,12.44,47.56,10,218.4,7,scale_down
94.27,67.48,541.52,5,1962.75,144,scale_up
1.0,9.89,60.54,8,148.11,6,scale_down
24.19,67.55,257.8,4,522.26,74,no_change
65.25,56.16,295.76,3,525.81,43,no_change
19.56,16.54,43.15,9,91.18,16,scale_down
67.14,73.29,321.19,3,527.08,35,no_change
64.03,58.83,255.62,4,772.67,75,no_change
82.03,69.71,790.13,3,2633.74,428,scale_up
85.72,70.62,739.53,1,2678.53,50,scale_up
54.11,49.72,286.96,2,761.98,51,no_change
65.22,28.98,393.99,4,677.46,44,no_change
27.74,19.45,84.06,7,173.45,15,scale_down
6.09,28.16,74.28,3,117.5,14,scale_down
87.03,96.86,727.54,3,2490.47,103,scale_up
33.58,41.45,381.06,6,638.5,64,no_change
83.59,93.62,661.73,2,2141.61,397,scale_up
88.44,73.03,876.38,1,2629.87,419,scale_up
48.28,39.72,268.76,5,200.0,47,no_change
65.09,53.97,282.36,2,349.98,22,no_change
92.76,76.5,884.79,3,2195.44,433,scale_up
25.78,69.03,407.86,6,714.61,72,no_change
87.2,70.42,930.34,1,3082.0,63,scale_up
51.74,52.04,189.82,3,289.44,27,no_change
82.49,91.85,1001.56,3,2173.84,104,scale_up
56.45,31.72,311.12,3,521.34,67,no_change
85.38,77.8,756.12,1,2598.56,78,scale_up
75.0,47.46,441.86,6,413.77,63,no_change
84.35,69.63,753.15,3,2486.28,468,scale_up
66.78,38.32,345.81,4,784.5,50,no_change
66.32,53.88,241.08,2,496.67,24,no_change
8.26,19.75,25.31,10,183.9,1,scale_down
53.43,52.75,115.95,5,604.17,59,no_change
43.11,75.0,172.01,3,569.19,31,no_change
55.75,35.41,492.83,3,892.32,25,no_change
78.99,75.27,1122.02,4,2758.11,248,scale_up
12.05,23.45,8.4,5,259.84,3,scale_down
51.09,58.78,206.5,5,429.59,41,no_change
18.61,35.33,33.79,4,101.04,6,scale_down
87.14,93.1,704.21,3,2100.04,345,scale_up
62.56,64.17,271.56,4,764.5,76,no_change
88.7,80.13,935.37,5,2505.84,238,scale_up
34.29,72.25,334.54,4,806.34,55,no_change
85.36,81.98,859.83,5,2418.74,137,scale_up
27.23,23.73,49.16,8,200.48,19,scale_down
88.01,100.0,843.71,5,2695.07,205,scale_up
63.23,20.0,226.32,2,534.09,43,no_change
3.0,16.84,8.86,6,94.54,14,scale_down
16.93,35.36,9.13,6,89.23,14,scale_down
42.01,47.79,145.79,3,495.14,49,no_change
38.13,54.78,342.56,4,577.09,70,no_change
11.98,14.32,51.55,9,101.2,9,scale_down
73.21,27.53,234.37,5,730.23,58,no_change
11.81,25.38,101.52,8,191.66,15,scale_down
5.38,10.77,44.38,3,172.15,10,scale_down
93.44,73.72,727.26,4,2099.74,491,scale_up
12.83,31.97,46.88,3,157.65,12,scale_down
22.29,32.73,48.94,9,212.96,8,scale_down
75.0,48.34,243.64,2,928.06,17,no_change
23.97,20.1,69.5,3,97.75,10,scale_down
66.64,23.0,407.06,4,491.74,57,no_change
1.77,3.99,35.72,3,185.56,9,scale_down
