failure_type,failure_type_encoded,cpu_percent,memory_percent,restart_count,uptime_percent,replica_count,error_rate_percent,recovery_action,recovery_action_encoded
HighCPU,2,92.15,47.35,2,95.01,3,10.69,scale_up_replicas,2
OOMKilled,1,73.33,96.67,3,77.62,3,29.85,drain_node,5
HighMemory,3,71.4,88.07,3,83.92,3,7.88,adjust_resource_limits,3
UnknownFailure,9,25.13,42.88,3,87.01,5,0.0,fix_configuration,4
NetworkError,5,16.24,37.35,3,70.31,2,9.14,fix_configuration,4
DiskPressure,7,43.1,72.31,3,75.69,2,5.88,clear_disk,6
UnknownFailure,9,35.2,29.75,0,81.98,3,14.95,adjust_resource_limits,3
NetworkError,5,17.22,27.99,5,88.47,2,12.6,restart_pod,0
HighMemory,3,74.01,88.61,2,79.97,2,6.88,adjust_resource_limits,3
ContainerNotReady,6,5.0,18.06,4,66.29,1,14.21,restart_pod,0
NetworkError,5,49.95,15.91,5,73.48,1,8.99,no_action_monitor,7
HighCPU,2,90.24,39.03,2,99.0,5,0.98,no_action_monitor,7
CrashLoopBackOff,0,37.56,15.46,14,83.99,1,34.01,rollout_restart_deployment,1
PodPending,4,86.1,93.79,0,52.95,4,8.88,adjust_resource_limits,3
UnknownFailure,9,53.29,64.09,1,55.15,1,10.29,no_action_monitor,7
CrashLoopBackOff,0,56.21,55.55,8,58.29,3,15.99,rollout_restart_deployment,1
PodPending,4,96.98,76.71,0,69.74,8,8.7,scale_up_replicas,2
PodPending,4,74.65,92.02,0,55.09,7,13.34,adjust_resource_limits,3
OOMKilled,1,46.35,97.11,5,52.37,4,11.0,clear_disk,6
HighCPU,2,85.64,49.38,2,88.77,4,3.19,scale_up_replicas,2
ConfigError,8,28.64,16.43,6,53.28,1,69.65,fix_configuration,4
HighMemory,3,75.2,89.28,3,58.75,3,7.75,adjust_resource_limits,3
OOMKilled,1,47.5,92.06,6,64.44,3,26.48,adjust_resource_limits,3
DiskPressure,7,27.94,62.02,2,77.18,1,3.29,clear_disk,6
HighMemory,3,69.67,99.16,2,77.04,3,5.27,drain_node,5
NetworkError,5,44.33,53.77,5,63.08,2,17.56,restart_pod,0
DiskPressure,7,11.74,43.33,2,63.61,2,5.37,clear_disk,6
NetworkError,5,31.34,35.75,4,64.86,2,13.04,rollout_restart_deployment,1
CrashLoopBackOff,0,71.06,75.96,11,84.27,2,36.83,rollout_restart_deployment,1
OOMKilled,1,49.41,99.84,3,63.19,2,8.03,fix_configuration,4
HighMemory,3,50.98,93.61,2,72.38,4,5.53,clear_disk,6
CrashLoopBackOff,0,7.96,59.62,10,37.24,1,20.68,rollout_restart_deployment,1
PodPending,4,94.74,91.44,2,57.49,5,9.1,scale_up_replicas,2
OOMKilled,1,39.38,92.68,8,66.38,4,2.89,adjust_resource_limits,3
HighMemory,3,63.79,91.24,4,70.67,3,10.71,restart_pod,0
NetworkError,5,44.1,50.38,1,57.69,3,19.99,restart_pod,0
HighMemory,3,69.41,91.76,2,96.02,3,5.39,adjust_resource_limits,3
ContainerNotReady,6,27.43,49.51,4,46.03,1,27.39,restart_pod,0
HighMemory,3,40.49,94.19,3,73.52,1,7.43,adjust_resource_limits,3
CrashLoopBackOff,0,58.15,53.07,8,42.01,3,21.03,rollout_restart_deployment,1
CrashLoopBackOff,0,25.43,12.1,3,76.91,1,31.1,rollout_restart_deployment,1
DiskPressure,7,27.97,76.84,3,67.99,2,4.5,clear_disk,6
UnknownFailure,9,29.37,2.0,0,37.71,4,8.41,scale_up_replicas,2
ConfigError,8,28.98,28.47,4,42.1,3,20.0,fix_configuration,4
NetworkError,5,54.05,43.36,1,63.21,2,29.06,restart_pod,0
HighCPU,2,98.24,72.32,2,83.02,5,1.99,scale_up_replicas,2
HighMemory,3,74.83,84.17,4,99.0,4,6.08,adjust_resource_limits,3
DiskPressure,7,29.09,36.52,1,62.22,2,4.28,clear_disk,6
HighMemory,3,59.9,84.82,1,76.44,3,1.9,fix_configuration,4
NetworkError,5,43.84,39.18,4,59.32,1,9.7,drain_node,5
DiskPressure,7,40.5,48.78,1,78.18,1,4.33,clear_disk,6
ConfigError,8,27.92,20.15,6,12.09,1,64.87,fix_configuration,4
HighMemory,3,45.96,85.47,2,79.57,1,6.91,adjust_resource_limits,3
HighMemory,3,52.04,88.31,0,76.09,3,10.25,adjust_resource_limits,3
HighMemory,3,59.96,86.16,3,70.42,3,5.25,adjust_resource_limits,3
HighCPU,2,93.19,62.26,2,85.99,5,2.47,scale_up_replicas,2
HighMemory,3,53.64,94.67,1,68.54,3,4.6,adjust_resource_limits,3
DiskPressure,7,53.96,68.13,3,73.07,2,3.18,clear_disk,6
OOMKilled,1,23.56,96.58,1,83.19,2,35.52,scale_up_replicas,2
CrashLoopBackOff,0,47.73,48.98,10,46.2,3,11.21,rollout_restart_deployment,1
HighMemory,3,62.65,100.0,3,92.71,3,9.35,no_action_monitor,7
ConfigError,8,22.46,28.6,2,10.0,3,61.44,adjust_resource_limits,3
HighCPU,2,89.1,44.47,1,82.41,4,3.93,adjust_resource_limits,3
HighMemory,3,49.24,91.07,4,74.42,3,6.3,fix_configuration,4
OOMKilled,1,20.26,94.36,7,59.04,4,9.87,adjust_resource_limits,3
UnknownFailure,9,53.58,9.9,2,48.55,2,16.55,no_action_monitor,7
HighMemory,3,38.8,99.89,0,92.04,3,4.52,rollout_restart_deployment,1
HighCPU,2,88.06,58.03,1,73.42,4,0.0,scale_up_replicas,2
OOMKilled,1,40.81,94.6,8,70.94,2,10.08,drain_node,5
NetworkError,5,54.11,17.57,3,47.93,2,23.89,no_action_monitor,7
NetworkError,5,17.58,22.0,3,66.85,3,11.57,restart_pod,0
PodPending,4,83.94,76.4,1,32.77,7,0.0,scale_up_replicas,2
HighMemory,3,62.09,84.76,2,78.32,3,4.46,adjust_resource_limits,3
PodPending,4,83.35,80.8,2,53.87,2,5.09,restart_pod,0
ConfigError,8,32.43,6.53,7,36.6,1,62.54,fix_configuration,4
HighMemory,3,67.15,86.13,3,71.92,2,2.98,adjust_resource_limits,3
ConfigError,8,25.99,17.6,7,43.83,1,53.96,clear_disk,6
CrashLoopBackOff,0,87.37,56.27,13,47.83,3,15.4,rollout_restart_deployment,1
ConfigError,8,17.24,23.81,5,10.0,2,39.29,fix_configuration,4
ContainerNotReady,6,39.46,32.01,1,79.53,3,7.53,restart_pod,0
PodPending,4,90.42,89.31,1,69.13,5,1.74,restart_pod,0
HighCPU,2,93.57,44.97,0,73.75,3,3.76,scale_up_replicas,2
ConfigError,8,10.95,34.21,5,47.7,2,32.71,fix_configuration,4
PodPending,4,79.21,78.95,0,48.55,3,12.03,restart_pod,0
DiskPressure,7,55.36,55.77,1,72.39,2,0.45,clear_disk,6
CrashLoopBackOff,0,65.84,41.06,11,83.32,2,31.96,rollout_restart_deployment,1
ContainerNotReady,6,65.38,49.09,4,43.52,1,15.08,fix_configuration,4
UnknownFailure,9,45.77,28.16,6,57.46,4,1.06,no_action_monitor,7
ContainerNotReady,6,35.09,43.56,5,49.94,1,35.52,restart_pod,0
DiskPressure,7,45.95,42.75,2,58.7,1,4.12,clear_disk,6
DiskPressure,7,41.09,66.75,3,73.57,3,1.61,clear_disk,6
OOMKilled,1,83.41,96.31,3,67.46,1,16.32,adjust_resource_limits,3
DiskPressure,7,52.11,33.57,2,76.58,3,3.1,clear_disk,6
ConfigError,8,25.07,17.6,10,30.93,1,74.94,adjust_resource_limits,3
PodPending,4,94.85,65.0,1,73.14,8,7.71,scale_up_replicas,2
UnknownFailure,9,32.3,24.82,3,46.02,2,6.56,no_action_monitor,7
ContainerNotReady,6,18.09,19.68,3,49.39,2,22.59,clear_disk,6
PodPending,4,85.4,86.45,1,48.67,2,2.77,fix_configuration,4
UnknownFailure,9,62.36,24.88,0,77.93,3,2.67,adjust_resource_limits,3
HighMemory,3,49.69,89.19,0,86.74,4,6.53,adjust_resource_limits,3
PodPending,4,85.16,97.09,0,13.26,6,3.85,drain_node,5
DiskPressure,7,28.78,28.44,1,67.8,2,5.38,clear_disk,6
HighCPU,2,89.04,50.0,0,71.22,5,2.61,scale_up_replicas,2
DiskPressure,7,38.07,64.64,0,58.25,3,3.09,clear_disk,6
OOMKilled,1,71.74,93.66,6,48.84,1,25.23,adjust_resource_limits,3
HighMemory,3,71.02,95.35,4,62.56,2,10.54,adjust_resource_limits,3
UnknownFailure,9,30.67,37.26,0,50.94,4,19.58,no_action_monitor,7
PodPending,4,83.56,85.85,1,51.52,3,7.62,scale_up_replicas,2
OOMKilled,1,31.06,100.0,7,55.37,2,18.3,adjust_resource_limits,3
NetworkError,5,40.65,57.32,1,85.82,1,18.9,fix_configuration,4
HighCPU,2,94.65,80.0,0,84.48,5,1.8,scale_up_replicas,2
ConfigError,8,16.16,11.95,6,45.58,3,65.97,fix_configuration,4
CrashLoopBackOff,0,37.58,17.58,12,75.32,1,12.24,rollout_restart_deployment,1
HighMemory,3,36.81,90.11,4,82.52,2,7.27,scale_up_replicas,2
ConfigError,8,19.34,42.6,3,40.98,1,65.52,rollout_restart_deployment,1
ContainerNotReady,6,46.8,20.61,2,62.45,2,36.99,restart_pod,0
OOMKilled,1,39.91,92.98,6,71.71,3,11.25,adjust_resource_limits,3
ContainerNotReady,6,23.09,32.75,3,86.48,1,18.91,restart_pod,0
CrashLoopBackOff,0,13.44,19.77,4,85.0,2,27.77,clear_disk,6
CrashLoopBackOff,0,48.69,34.57,4,64.81,1,44.59,no_action_monitor,7
ConfigError,8,13.48,29.59,3,18.91,3,80.34,fix_configuration,4
NetworkError,5,39.03,33.81,5,60.53,3,15.92,restart_pod,0
DiskPressure,7,38.12,18.29,0,74.02,1,3.72,clear_disk,6
NetworkError,5,42.33,32.15,5,53.43,2,19.94,no_action_monitor,7
OOMKilled,1,17.75,95.43,8,51.38,1,23.97,adjust_resource_limits,3
DiskPressure,7,55.26,41.11,1,81.61,1,4.22,clear_disk,6
NetworkError,5,19.86,9.66,4,69.75,1,13.65,restart_pod,0
UnknownFailure,9,77.37,50.35,2,51.01,3,26.38,no_action_monitor,7
ContainerNotReady,6,43.65,5.0,1,57.7,2,8.93,restart_pod,0
PodPending,4,78.6,80.84,0,57.08,8,9.05,scale_up_replicas,2
ConfigError,8,30.78,31.37,5,48.62,1,53.02,fix_configuration,4
DiskPressure,7,64.3,50.26,2,72.1,1,0.19,clear_disk,6
ConfigError,8,30.56,24.23,8,70.0,2,43.92,fix_configuration,4
DiskPressure,7,46.33,63.2,0,63.98,1,4.72,adjust_resource_limits,3
ContainerNotReady,6,35.52,35.44,3,82.59,2,12.77,restart_pod,0
UnknownFailure,9,56.87,86.37,3,50.87,1,9.62,adjust_resource_limits,3
DiskPressure,7,75.0,62.12,1,69.94,1,5.61,restart_pod,0
HighCPU,2,89.16,31.53,3,95.98,4,1.69,scale_up_replicas,2
NetworkError,5,70.0,32.66,3,90.0,2,9.05,fix_configuration,4
OOMKilled,1,70.51,96.5,5,78.38,1,22.74,scale_up_replicas,2
UnknownFailure,9,37.56,17.28,7,63.98,2,13.78,no_action_monitor,7
OOMKilled,1,40.56,95.83,6,73.3,4,7.72,adjust_resource_limits,3
CrashLoopBackOff,0,47.9,44.66,7,49.5,1,37.87,no_action_monitor,7
DiskPressure,7,33.35,48.15,2,75.72,3,6.75,clear_disk,6
PodPending,4,86.54,86.23,0,44.05,2,7.69,fix_configuration,4
OOMKilled,1,49.02,95.88,8,67.04,4,25.72,adjust_resource_limits,3
PodPending,4,82.01,68.34,1,80.0,7,6.69,adjust_resource_limits,3
NetworkError,5,54.7,61.07,4,79.18,1,18.42,restart_pod,0
ConfigError,8,22.87,12.25,9,69.85,1,37.22,fix_configuration,4
HighCPU,2,90.73,56.48,1,84.14,3,3.03,scale_up_replicas,2
ConfigError,8,33.94,34.5,2,44.83,1,44.01,fix_configuration,4
UnknownFailure,9,76.61,38.39,8,96.41,3,12.89,no_action_monitor,7
ContainerNotReady,6,53.45,38.29,3,66.07,3,29.8,restart_pod,0
ContainerNotReady,6,67.91,63.41,4,78.16,2,24.71,restart_pod,0
UnknownFailure,9,37.33,57.38,6,46.74,1,15.01,rollout_restart_deployment,1
HighMemory,3,66.6,82.0,3,80.39,4,7.24,adjust_resource_limits,3
CrashLoopBackOff,0,38.33,57.16,10,39.87,2,22.24,rollout_restart_deployment,1
DiskPressure,7,60.52,55.01,2,78.4,2,2.91,clear_disk,6
CrashLoopBackOff,0,40.39,5.0,12,72.69,3,48.08,scale_up_replicas,2
ContainerNotReady,6,19.02,25.9,2,71.61,2,31.79,restart_pod,0
DiskPressure,7,44.97,36.56,3,72.91,1,1.94,clear_disk,6
OOMKilled,1,36.62,94.09,8,60.71,2,8.78,adjust_resource_limits,3
NetworkError,5,36.12,43.23,5,43.64,3,23.17,restart_pod,0
ContainerNotReady,6,29.27,50.8,1,76.71,2,15.64,restart_pod,0
ConfigError,8,26.14,16.63,4,59.86,2,38.01,clear_disk,6
HighMemory,3,65.29,90.06,1,69.83,2,8.7,adjust_resource_limits,3
CrashLoopBackOff,0,27.72,16.0,12,20.0,3,21.25,scale_up_replicas,2
HighMemory,3,80.64,97.29,3,72.81,1,4.88,adjust_resource_limits,3
ContainerNotReady,6,28.03,20.0,4,50.77,3,27.85,rollout_restart_deployment,1
PodPending,4,89.03,84.18,0,23.3,5,8.4,clear_disk,6
UnknownFailure,9,2.0,71.07,2,70.17,2,1.24,no_action_monitor,7
NetworkError,5,59.25,13.06,4,72.95,2,24.44,restart_pod,0
HighCPU,2,85.8,54.43,0,71.91,2,0.0,scale_up_replicas,2
ConfigError,8,9.32,18.83,9,49.66,3,51.01,fix_configuration,4
CrashLoopBackOff,0,41.87,29.71,9,52.05,2,20.7,rollout_restart_deployment,1
PodPending,4,75.2,77.25,2,51.49,4,5.71,scale_up_replicas,2
PodPending,4,82.41,87.56,1,39.98,3,2.66,scale_up_replicas,2
OOMKilled,1,61.27,95.8,1,73.29,3,20.01,adjust_resource_limits,3
HighCPU,2,94.28,55.43,2,99.0,2,1.15,scale_up_replicas,2
ConfigError,8,14.14,34.67,5,42.14,2,61.37,scale_up_replicas,2
ContainerNotReady,6,37.55,60.61,2,49.89,2,30.74,adjust_resource_limits,3
NetworkError,5,52.56,21.85,5,74.46,2,19.66,fix_configuration,4
ConfigError,8,13.93,6.11,9,24.84,3,60.62,fix_configuration,4
ContainerNotReady,6,47.21,36.84,2,77.25,1,27.56,restart_pod,0
HighMemory,3,62.32,87.39,1,84.41,1,7.46,rollout_restart_deployment,1
HighMemory,3,70.11,95.33,0,66.38,1,4.47,fix_configuration,4
UnknownFailure,9,2.53,68.67,8,60.75,4,15.45,scale_up_replicas,2
ContainerNotReady,6,12.86,61.01,5,47.08,3,26.2,drain_node,5
HighCPU,2,92.59,52.16,3,82.84,5,3.09,scale_up_replicas,2
ConfigError,8,32.95,25.13,4,20.96,3,44.24,fix_configuration,4
DiskPressure,7,46.93,68.47,0,68.95,2,2.92,clear_disk,6
HighCPU,2,92.12,68.1,2,74.05,4,6.52,drain_node,5
HighCPU,2,89.68,50.13,0,99.0,4,4.41,scale_up_replicas,2
UnknownFailure,9,68.87,67.97,4,41.4,1,0.0,no_action_monitor,7
ContainerNotReady,6,47.31,23.75,2,40.04,1,28.21,restart_pod,0
ConfigError,8,9.81,17.27,2,69.62,2,25.1,fix_configuration,4
CrashLoopBackOff,0,14.87,40.81,4,56.4,3,21.06,rollout_restart_deployment,1
CrashLoopBackOff,0,16.83,80.2,10,63.94,2,35.85,rollout_restart_deployment,1
NetworkError,5,32.94,44.34,1,78.99,1,12.03,scale_up_replicas,2
HighCPU,2,93.32,65.44,0,97.36,1,10.84,clear_disk,6
DiskPressure,7,46.05,72.08,2,50.0,2,7.1,clear_disk,6
OOMKilled,1,35.48,94.28,8,74.41,2,13.77,adjust_resource_limits,3
OOMKilled,1,53.93,99.76,5,66.16,4,6.3,adjust_resource_limits,3
ContainerNotReady,6,62.2,47.9,4,90.0,2,26.91,restart_pod,0
CrashLoopBackOff,0,13.53,62.91,5,45.24,2,30.07,adjust_resource_limits,3
UnknownFailure,9,48.11,9.56,4,48.74,2,29.64,no_action_monitor,7
CrashLoopBackOff,0,44.77,46.49,14,85.0,2,26.04,rollout_restart_deployment,1
CrashLoopBackOff,0,38.17,69.82,15,53.99,2,22.53,rollout_restart_deployment,1
PodPending,4,70.0,74.51,0,31.08,3,8.63,no_action_monitor,7
CrashLoopBackOff,0,27.79,93.16,8,44.14,3,44.01,rollout_restart_deployment,1
DiskPressure,7,48.3,67.1,1,82.46,3,0.0,clear_disk,6
ConfigError,8,19.88,22.38,10,23.01,3,56.89,fix_configuration,4
CrashLoopBackOff,0,74.33,5.0,15,51.98,1,17.54,rollout_restart_deployment,1
PodPending,4,85.57,79.4,2,37.89,3,10.76,scale_up_replicas,2
HighMemory,3,84.54,100.0,3,72.6,1,0.54,adjust_resource_limits,3
PodPending,4,89.47,94.88,1,66.27,6,14.43,drain_node,5
OOMKilled,1,45.49,93.17,8,71.15,1,12.36,adjust_resource_limits,3
OOMKilled,1,63.26,97.91,2,80.48,4,19.08,adjust_resource_limits,3
DiskPressure,7,48.69,66.92,3,55.37,3,4.42,clear_disk,6
HighCPU,2,92.26,58.2,1,84.3,3,6.3,scale_up_replicas,2
OOMKilled,1,38.51,98.39,1,74.74,1,16.21,adjust_resource_limits,3
ConfigError,8,13.02,33.15,7,43.1,1,38.67,fix_configuration,4
HighMemory,3,59.15,94.15,1,85.52,4,7.46,adjust_resource_limits,3
CrashLoopBackOff,0,41.85,70.52,13,78.57,1,37.37,drain_node,5
DiskPressure,7,36.19,39.13,1,69.56,3,7.91,clear_disk,6
OOMKilled,1,55.63,100.0,6,68.8,3,12.93,adjust_resource_limits,3
OOMKilled,1,48.52,94.72,4,62.26,4,5.81,adjust_resource_limits,3
OOMKilled,1,60.03,98.16,3,90.0,1,11.53,adjust_resource_limits,3
DiskPressure,7,39.71,43.43,3,86.26,2,5.63,clear_disk,6
OOMKilled,1,32.46,92.29,3,79.53,3,18.07,scale_up_replicas,2
ConfigError,8,27.58,16.17,5,11.83,3,36.88,no_action_monitor,7
ContainerNotReady,6,45.32,71.67,2,58.56,2,38.21,restart_pod,0
UnknownFailure,9,70.75,15.17,8,69.28,2,18.91,no_action_monitor,7
OOMKilled,1,10.0,96.93,8,81.73,4,18.19,adjust_resource_limits,3
HighMemory,3,59.07,90.14,3,77.69,4,2.47,clear_disk,6
DiskPressure,7,34.69,48.75,2,76.13,2,2.89,clear_disk,6
HighMemory,3,46.96,94.8,1,83.71,3,4.38,adjust_resource_limits,3
PodPending,4,89.05,78.37,2,51.26,5,11.9,fix_configuration,4
HighCPU,2,88.98,37.41,3,83.84,3,0.91,scale_up_replicas,2
DiskPressure,7,40.84,50.79,3,50.36,3,5.06,clear_disk,6
PodPending,4,83.54,91.46,2,54.31,8,10.94,scale_up_replicas,2
CrashLoopBackOff,0,63.8,47.37,12,59.99,1,14.26,drain_node,5
HighMemory,3,78.59,90.27,4,69.94,1,8.22,adjust_resource_limits,3
PodPending,4,70.0,78.57,1,68.17,6,6.25,scale_up_replicas,2
ContainerNotReady,6,24.23,33.76,1,34.85,3,25.72,clear_disk,6
CrashLoopBackOff,0,37.54,44.55,3,55.97,3,30.14,rollout_restart_deployment,1
OOMKilled,1,63.07,94.84,6,56.38,4,19.6,adjust_resource_limits,3
HighMemory,3,67.48,92.03,1,90.75,3,6.09,adjust_resource_limits,3
HighCPU,2,97.56,76.11,1,89.66,2,2.76,scale_up_replicas,2
NetworkError,5,33.04,58.58,2,42.54,1,16.86,restart_pod,0
HighMemory,3,54.86,86.67,4,88.73,2,7.13,adjust_resource_limits,3
CrashLoopBackOff,0,25.78,62.11,4,57.62,3,21.1,rollout_restart_deployment,1
PodPending,4,79.3,85.49,0,68.78,2,6.05,clear_disk,6
NetworkError,5,43.17,63.73,2,46.12,1,22.85,restart_pod,0
OOMKilled,1,66.61,94.71,3,82.38,4,32.59,rollout_restart_deployment,1
PodPending,4,87.75,80.13,1,69.54,8,11.37,adjust_resource_limits,3
NetworkError,5,5.0,39.96,1,59.08,1,23.17,restart_pod,0
OOMKilled,1,46.13,94.74,3,61.37,2,20.88,adjust_resource_limits,3
HighMemory,3,84.83,86.76,4,66.03,3,6.06,drain_node,5
DiskPressure,7,44.57,72.56,1,62.71,3,2.92,rollout_restart_deployment,1
ConfigError,8,2.0,38.75,7,43.76,3,43.05,fix_configuration,4
ContainerNotReady,6,15.17,21.54,4,71.21,2,11.14,restart_pod,0
OOMKilled,1,52.08,100.0,1,66.52,2,7.31,rollout_restart_deployment,1
HighCPU,2,93.91,36.61,1,98.76,3,9.21,scale_up_replicas,2
DiskPressure,7,42.54,41.54,1,70.74,2,3.41,clear_disk,6
NetworkError,5,40.75,55.59,2,49.45,1,28.09,restart_pod,0
UnknownFailure,9,65.44,37.31,0,43.27,1,12.93,fix_configuration,4
ContainerNotReady,6,19.11,55.36,4,48.14,2,24.38,restart_pod,0
OOMKilled,1,48.39,93.32,5,68.97,3,23.64,clear_disk,6
HighCPU,2,86.04,48.82,3,78.99,2,4.88,scale_up_replicas,2
NetworkError,5,24.73,13.48,1,49.17,3,33.1,restart_pod,0
PodPending,4,86.97,83.7,0,44.35,2,7.79,scale_up_replicas,2
ContainerNotReady,6,28.55,47.9,5,66.51,1,10.63,restart_pod,0
CrashLoopBackOff,0,45.07,5.0,8,66.21,2,15.91,fix_configuration,4
UnknownFailure,9,47.6,20.13,3,65.06,3,16.63,no_action_monitor,7
HighMemory,3,82.54,83.29,3,89.75,1,6.39,adjust_resource_limits,3
PodPending,4,81.39,88.08,0,45.28,7,10.87,scale_up_replicas,2
UnknownFailure,9,25.19,34.18,5,83.87,2,23.88,clear_disk,6
ConfigError,8,19.65,2.0,5,37.01,2,50.49,fix_configuration,4
DiskPressure,7,41.51,60.05,0,70.23,1,5.68,clear_disk,6
HighMemory,3,42.5,97.18,3,95.5,2,3.26,adjust_resource_limits,3
PodPending,4,77.69,85.29,2,26.26,8,6.03,scale_up_replicas,2
HighMemory,3,76.54,94.69,1,99.0,4,6.51,adjust_resource_limits,3
PodPending,4,80.11,82.41,0,46.99,3,7.45,scale_up_replicas,2
PodPending,4,84.81,74.55,0,55.64,7,2.37,adjust_resource_limits,3
UnknownFailure,9,32.08,47.03,7,19.81,2,18.15,rollout_restart_deployment,1
CrashLoopBackOff,0,5.0,63.39,8,40.61,1,25.95,rollout_restart_deployment,1
NetworkError,5,42.79,72.97,1,66.75,1,5.0,fix_configuration,4
HighMemory,3,74.31,89.84,0,80.7,1,7.67,scale_up_replicas,2
DiskPressure,7,11.62,55.1,2,70.9,2,6.44,clear_disk,6
NetworkError,5,45.91,15.59,4,83.94,1,23.6,restart_pod,0
UnknownFailure,9,11.32,51.39,0,85.7,3,2.29,scale_up_replicas,2
HighCPU,2,98.89,32.31,2,78.67,3,2.17,scale_up_replicas,2
ContainerNotReady,6,55.65,32.63,1,47.56,3,23.56,restart_pod,0
UnknownFailure,9,66.53,66.69,5,59.57,1,14.04,no_action_monitor,7
HighCPU,2,88.75,80.0,0,94.15,4,8.25,scale_up_replicas,2
ConfigError,8,27.94,30.2,3,21.33,1,59.5,fix_configuration,4
NetworkError,5,36.71,58.95,2,77.11,3,24.4,adjust_resource_limits,3
PodPending,4,71.53,81.29,0,38.84,6,9.01,adjust_resource_limits,3
DiskPressure,7,38.77,50.86,3,79.59,2,3.14,clear_disk,6
NetworkError,5,36.82,17.21,1,52.51,2,25.25,restart_pod,0
ContainerNotReady,6,16.55,58.69,5,79.62,3,17.85,scale_up_replicas,2
HighCPU,2,100.0,73.65,1,77.41,1,7.24,fix_configuration,4
ContainerNotReady,6,35.99,28.35,4,48.95,1,27.96,restart_pod,0
OOMKilled,1,38.04,94.69,6,60.79,4,9.01,adjust_resource_limits,3
HighMemory,3,58.1,92.94,0,55.0,1,6.05,adjust_resource_limits,3
DiskPressure,7,33.81,76.04,0,95.0,2,3.28,clear_disk,6
CrashLoopBackOff,0,5.56,52.34,3,56.92,2,49.71,rollout_restart_deployment,1
UnknownFailure,9,91.66,71.63,8,53.27,3,17.42,adjust_resource_limits,3
ContainerNotReady,6,38.98,43.62,4,41.63,1,28.49,restart_pod,0
PodPending,4,85.86,81.19,0,38.0,7,4.83,scale_up_replicas,2
ContainerNotReady,6,39.76,13.76,5,76.84,1,11.57,restart_pod,0
UnknownFailure,9,2.0,95.55,0,47.84,1,6.22,no_action_monitor,7
PodPending,4,94.08,96.84,2,19.34,2,4.18,fix_configuration,4
CrashLoopBackOff,0,22.35,68.7,5,84.59,2,19.2,drain_node,5
ConfigError,8,34.15,17.91,10,45.04,1,30.93,fix_configuration,4
ConfigError,8,18.78,23.89,2,35.27,2,55.77,fix_configuration,4
ContainerNotReady,6,19.89,26.74,4,71.57,1,30.74,restart_pod,0
ConfigError,8,19.77,30.04,8,51.37,3,62.46,fix_configuration,4
DiskPressure,7,30.7,43.34,2,68.1,1,7.86,clear_disk,6
ConfigError,8,25.08,29.63,8,45.49,3,30.19,scale_up_replicas,2
CrashLoopBackOff,0,78.76,59.58,3,70.85,3,12.34,clear_disk,6
UnknownFailure,9,69.49,41.09,6,38.54,5,4.37,no_action_monitor,7
ConfigError,8,7.35,12.18,8,40.91,2,44.2,fix_configuration,4
HighCPU,2,93.67,80.0,0,83.96,4,0.0,scale_up_replicas,2
HighCPU,2,90.79,72.9,0,84.31,5,9.59,rollout_restart_deployment,1
OOMKilled,1,59.06,89.49,5,71.1,4,17.38,adjust_resource_limits,3
HighCPU,2,97.4,80.0,3,92.26,2,6.32,scale_up_replicas,2
NetworkError,5,45.14,37.48,1,43.06,2,20.33,restart_pod,0
ConfigError,8,23.65,12.96,2,59.9,3,65.08,fix_configuration,4
HighMemory,3,39.42,97.83,3,76.92,4,3.66,adjust_resource_limits,3
ConfigError,8,30.79,24.49,7,68.49,1,37.21,fix_configuration,4
PodPending,4,71.15,79.76,1,65.78,6,4.29,scale_up_replicas,2
ConfigError,8,6.7,27.29,9,18.04,1,54.6,fix_configuration,4
PodPending,4,82.28,85.96,1,22.32,6,13.19,scale_up_replicas,2
CrashLoopBackOff,0,36.34,65.27,11,74.4,3,18.43,fix_configuration,4
ContainerNotReady,6,48.23,18.62,1,44.45,3,35.71,restart_pod,0
NetworkError,5,51.68,71.1,1,59.45,2,20.82,rollout_restart_deployment,1
PodPending,4,89.22,81.9,0,35.08,4,4.42,scale_up_replicas,2
UnknownFailure,9,55.35,23.33,6,43.1,2,15.15,clear_disk,6
PodPending,4,84.24,89.5,0,41.5,6,5.67,scale_up_replicas,2
CrashLoopBackOff,0,48.47,33.76,10,50.13,1,23.82,clear_disk,6
UnknownFailure,9,44.76,94.31,0,37.46,2,22.36,restart_pod,0
NetworkError,5,46.07,63.5,3,90.0,2,31.45,restart_pod,0
NetworkError,5,48.89,20.31,2,47.21,2,22.88,scale_up_replicas,2
DiskPressure,7,19.53,64.23,1,53.65,1,6.3,clear_disk,6
HighMemory,3,55.17,91.63,3,72.52,4,0.3,adjust_resource_limits,3
OOMKilled,1,74.69,99.01,3,66.49,4,20.3,adjust_resource_limits,3
OOMKilled,1,42.18,95.87,8,77.59,2,19.44,adjust_resource_limits,3
CrashLoopBackOff,0,66.82,60.38,7,60.42,3,22.39,scale_up_replicas,2
CrashLoopBackOff,0,30.43,66.2,8,37.47,2,41.06,rollout_restart_deployment,1
NetworkError,5,30.78,27.72,1,48.52,2,25.39,restart_pod,0
PodPending,4,84.88,94.71,0,24.74,6,5.69,scale_up_replicas,2
CrashLoopBackOff,0,38.16,34.96,12,60.09,3,33.2,rollout_restart_deployment,1
HighMemory,3,67.27,98.53,3,66.97,4,7.01,adjust_resource_limits,3
